Time,Pbat1,Pgrid,Pultracap,PBat2,P-load3,SOC_BAT1
627.4,41969.7453171633,-10975.2134608613,1550.83902937017,-31590.1478905482,0,68.8927945869652
627.5,41595.1975038287,-10501.4635541303,218.368638144116,-31674.2353060247,0,68.8924651450502
627.6,41713.9464999911,-10759.371572746,-1117.49643875846,-31544.3987868711,0,68.892135760186
627.7,42054.4873712105,-11027.7924192058,2290.06287311191,-31619.2247647638,0,68.8918063748772
627.8,41814.5743262553,-10512.0675619614,940.16141733588,-31891.5335060823,0,68.8914772516991
627.9,41899.5097423467,-10727.1480483315,-414.688890661983,-31754.5771372032,0,68.891147890607
628,42018.842786118,-10776.1482460922,-1778.92927570895,-31836.435569147,0,68.8908187891855
628.1,42034.6057517534,-11092.3247519214,1609.06089831893,-31527.2954388986,0,68.8904906248428
628.2,42292.4854570893,-11450.8896129635,240.123171918609,-31415.7884281302,0,68.8901626239702
628.3,41792.1446737866,-10475.3893675317,-1140.03098225623,-31909.5508510288,0,68.8898347040509
628.4,42055.8607865595,-10692.6756620609,2238.90211092754,-31955.4870685492,0,68.889506690798
628.5,41147.727562797,-10003.4045185865,850.894205579059,-31733.9898316126,0,68.8891779487561
628.6,43199.5911058374,-10656.403595912,16582.6248687186,-32403.366463024,14400.0000788881,68.888849391939
628.7,42999.1548000153,-10285.7144589132,12675.8051812288,-32567.0468556661,14400.0000788946,68.8885204599881
628.8,42827.7963708598,-9748.16233109004,12891.6084969984,-32926.7612568536,14400.0000789012,68.8881914347627
628.9,42167.1028282448,-9529.42157577413,12465.5195119721,-32682.0296067807,14400.000078908,68.8878629592301
629,43227.1411866941,-10844.6399137936,16131.6736262502,-32549.852561351,14400.0000789145,68.8875346846616
629.1,41593.3499400551,-10574.0707678559,2057.78247680933,-31001.0138440575,0,68.8872060802883
629.2,41635.9879673253,-10304.3493968384,2216.37561317206,-31331.1266055778,0,68.8868770734171
629.3,42058.900428026,-10822.0778853226,2367.90341482582,-31226.9060449075,0,68.8865477144158
629.4,41758.499584726,-10870.7739245194,-2241.39730827175,-30863.1356931539,0,68.8862186310074
629.5,41738.4934965654,-10384.4399474769,-2095.09074413914,-31349.6799465833,0,68.8858895561162
629.6,41763.7287381466,-10285.0653835299,-1957.20087958829,-31463.4366053582,0,68.8855605121625
629.7,41930.9699929426,-10621.9505081537,-1825.8307708113,-31287.792608954,0,68.885231948156
629.8,41314.9844853245,-9698.74762323193,-1706.00669640917,-31602.7564190978,0,68.8849034050546
629.9,41809.6882214852,-10503.8493345127,-1578.23485972896,-31309.4343113234,0,68.8845750031164
630,41461.2969935343,-9894.76328406086,-1466.40876489733,-31549.4354085221,0,68.8842465044671
630.1,41969.5961080447,-10976.3381326167,-1351.14952885961,-30972.2118518592,0,68.8839171354976
630.2,41684.9632745628,-10447.1228907688,-1247.01689173765,-31245.500783425,0,68.8835884152724
630.3,41486.770087749,-9953.48951270308,-1151.49508088932,-31523.0081288762,0,68.883259593557
630.4,41625.151321388,-10109.9091305182,-1053.55790526778,-31487.9847272166,0,68.8829304989658
630.5,41737.3999546172,-10391.1135047955,-960.064294449642,-31345.6073327344,0,68.8826018214138
630.6,41400.6747051212,-9533.05406032848,-876.331436090526,-31854.5152684104,0,68.8822733981428
630.7,42043.0305958843,-10580.4398435653,-800.173637853908,-31436.8768380923,0,68.8819458030356
630.8,41337.1449419183,-10008.8748727412,-721.184835201956,-31323.1816908233,0,68.8816182929968
630.9,41893.7558487785,-10395.7377328661,-653.914949312281,-31487.1326886871,0,68.8812905303777
631,42245.3673937001,-11089.3050661383,-587.726288861256,-31129.7934748976,0,68.8809622290612
631.1,42047.6198336259,-10514.5219111238,-536.359528179647,-31517.9023975471,0,68.880634209189
631.2,41650.9650888894,-10036.6086017521,-481.131344349131,-31605.6525576228,0,68.8803060149565
631.3,42163.7212023434,-10333.9606319079,-436.687775198477,-31811.3284745129,0,68.8799786039113
631.4,41898.1543176019,-9982.70293048113,-392.482586813851,-31896.7611866721,0,68.8796517627009
631.5,41809.5036385823,-10218.301544317,-354.549496903838,-31589.2134201062,0,68.8793255355212
631.6,41659.627784715,-10374.9309683376,-320.105834453341,-31274.2015615444,0,68.8789989562868
631.7,42055.4763112402,-10250.763276823,-295.756031861621,-31783.1803376691,0,68.8786723275623
631.8,41175.2561534579,-9321.92017590594,-270.800732901508,-31856.4415682276,0,68.8783456160327
631.9,42211.5272369922,-10915.656986205,-259.053089208947,-31279.3259834327,0,68.878018582909
632,41895.9527349174,-10387.7526026996,-249.974338477122,-31482.7939145944,0,68.8776915260024
632.1,41188.6411873426,-10001.0719903215,-241.511509937206,-31185.2880829512,0,68.8773650281282
632.2,41629.1304238013,-10528.6663418753,-239.979491115565,-31091.1261591026,0,68.8770386713647
632.3,41535.4280469229,-9939.34130527607,-243.155846813157,-31584.3084159386,0,68.8767124968149
632.4,41460.5550170091,-10502.1901376652,-256.585852100974,-30947.8638918482,0,68.876386385424
632.5,41463.4848460513,-10413.8733433846,-269.537460601954,-31052.9398524546,0,68.8760601028603
632.6,41949.7057414036,-10960.9681966162,-288.204802002071,-30969.3817780597,0,68.8757342076014
632.7,41510.5133344825,-10173.2792228655,-319.459191065791,-31319.2892762803,0,68.8754088787068
632.8,41387.8036340392,-10350.7894466468,-350.728810409659,-31043.2787534225,0,68.8750838682056
632.9,41807.4739156601,-10875.1328980689,-380.85516933695,-30915.915768217,0,68.8747593317362
633,41821.2272324533,-10331.016720985,-424.461592683288,-31473.450861335,0,68.8744350865829
633.1,41700.4332443334,-9885.10164513563,-470.849759032,-31817.244107354,0,68.8741106610675
633.2,41844.6388954485,-10226.1422258651,-517.952730865753,-31608.162945317,0,68.8737858542806
633.3,42012.8126884208,-10548.1749740983,-580.145320365992,-31431.9122268221,0,68.8734608675602
633.4,42188.8074892041,-10834.0202364556,-637.66595731311,-31354.7745732242,0,68.8731357470201
633.5,42031.1875876679,-9972.99651683996,-704.997613915369,-32048.5288764644,0,68.8728105514714
633.6,41892.2368208533,-10826.1924352697,-779.998785192839,-31035.9227268923,0,68.8724854686618
633.7,41584.9518473059,-10427.8155340947,-861.255290258226,-31148.391490229,0,68.8721604851256
633.8,41483.2158530656,-10119.560257789,-944.924925878599,-31355.1725164675,0,68.8718356610884
633.9,42260.7119471695,-11234.0455750167,-1037.69788716597,-31007.3045418902,0,68.871510599096
634,41375.8005647954,-9703.52520419131,-1129.00966504702,-31656.2426566899,0,68.8711857165906
634.1,41680.5246448134,-10452.3691196914,-1225.55725879594,-31222.496306902,0,68.8708603987873
634.2,42134.524460232,-10944.4424060684,-1324.46686043654,-31172.5426130747,0,68.8705349341802
634.3,41348.2889006572,-9909.93098492524,-1439.62363990478,-31418.3877301846,0,68.8702090295145
634.4,41713.6013765255,-10548.0308065591,-1552.74653138767,-31165.5617101378,0,68.8698824378849
634.5,41825.3829893553,-10647.6882817884,-1678.69155489167,-31159.2043607272,0,68.8695547973627
634.6,41707.0913224987,-10405.0138601037,-1797.04202310352,-31275.8136824135,0,68.869227515267
634.7,42139.8355327907,-10881.5403701772,-1931.49014529291,-31259.3508013892,0,68.8689009375638
634.8,42030.5947468527,-10826.4673899324,-2062.61431437155,-31193.0653706645,0,68.8685748387196
634.9,41565.9148763136,-9874.64887107736,-2205.02201862253,-31667.9264434778,0,68.8682486762561
635,41956.1602614184,-10314.4207354149,2399.55648278649,-31638.3693737287,0,68.8679228366978
635.1,42087.6304469214,-10409.0816056124,2249.87548682553,-31668.4804945644,0,68.8675968726712
635.2,41964.6661834574,-10016.3644208015,2095.37566248569,-31919.5598048485,0,68.8672707372668
635.3,42293.0204060218,-10503.2714169598,1930.5595650029,-31774.8055298091,0,68.8669445284339
635.4,41265.5660203548,-9322.16390217306,1765.76322543839,-31936.5843753023,0,68.8666181962246
635.5,42568.1301041831,-10651.7519017351,1587.07998574109,-31896.71069086,0,68.8662921934881
635.6,41900.1016698426,-10515.4588755598,1413.02659322616,-31365.6916647175,0,68.8659660805454
635.7,41598.221840128,-10577.0866924441,1228.85486860186,-31023.8962138578,0,68.8656393832935
635.8,42000.5381265461,-10665.8594018218,1046.22157482361,-31321.1842758322,0,68.8653120092093
635.9,41820.3031392421,-10239.169256205,850.527660135334,-31556.6404981555,0,68.864984342613
636,41734.5977657441,-10641.0199685334,651.975160246352,-31093.034975173,0,68.8646560017678
636.1,42762.0040457756,-9391.49926572778,12810.1925835521,-32868.0762218542,14400.0000793978,68.8643272629509
636.2,42706.3297450351,-9890.74441771539,14833.3654179566,-32253.5645755559,14400.0000794051,68.8639983517105
636.3,42887.9762423719,-9589.35332265015,16212.219205383,-32781.8557379073,14400.0000794125,68.8636688375525
636.4,42736.8821649578,-9961.56688093126,12201.7250877904,-32347.1470034055,14400.0000794201,68.8633392723163
636.5,42778.609661826,-10120.0868020985,12298.7858209599,-32156.9663417578,14400.0000794277,68.8630089749279
636.6,42198.1983886853,-9676.08022461568,-577.952989226135,-31801.100227553,0,68.8626779649907
636.7,41796.8167512817,-9501.76501433642,762.718405311948,-31586.0222712233,0,68.8623471376508
636.8,41584.0290036209,-9170.83297542813,2096.07787577957,-31683.476384641,0,68.8620166193615
636.9,42114.1359602544,-9713.96314724132,-1330.0080814748,-31594.3027611111,0,68.8616865660054
